pSMC1, NZ_AP013064.1	Klebsiella	1.2927642233059982	16	13.77163720467256	edge_219
Similar to NZ_CP033846.1	Klebsiella	0.29574144821031284	6	7.20107294798541	edge_1219
p009_D, NZ_CP048308.1	Klebsiella	3.4303962566830153	35	24.423915620816878	edge_1781
IncP6_1, pPS-MS-17-188-3, NZ_CP027855.1	Klebsiella	0.4547906492790072	23	24.656208296558344	edge_1954
p13P477T-2, NZ_CP019275.1	Klebsiella	0.00047019559978062053	93	126.93135495872902	edge_2095
p3_010005, NZ_CP032129.1	Klebsiella	0.13264786399838374	9	12.643358493928302	edge_2225
IncQ1_1, pMS260, NC_005312.1	Klebsiella	2.6847413181521575e-12	16	50.60661864367628	edge_2365
Col440I_1, Similar to NZ_CP024491.1	Klebsiella	14.67160850647787	39	12.344696482260705	edge_2565
p64-A, NZ_CP048323.1	Klebsiella	1.6137056388801092	3	1.9910800777839845	edge_2974
Similar to NZ_CP031820.1	Klebsiella	2.781124175131799	6	2.3229267574146486	edge_3084
p9701, NC_011512.1	Klebsiella	4.374414122952898	17	8.5948290024342	edge_3106
IncM2_1, pC15_00, NZ_CP042490.1	Klebsiella	20.984232012727972	115	56.3143815333237	edge_3343
IncFIB(pKPHS1)_1, Similar to NZ_CP044046.1	Klebsiella	42.01659485063481	252	125.07301355279729	edge_3365
pRGI0043, HG796320.1	Klebsiella	3.413073307425865	42	30.894925873614827	edge_3481
IncQ2_1, pFECR, MF554639.1	Klebsiella	1.4551080486807043e-06	6	20.40857079728584	edge_3590
Col440I_1, Similar to NZ_CP024196.1	Klebsiella	4.286427933295693	8	2.3561114253777147	edge_3807
Similar to NZ_CP046349.1	Klebsiella	2.1331426881630926	15	10.652278416144318	edge_3843
Col(pHAD28)_1, pCFSAN000934_03, NZ_CP009568.1	Klebsiella	5.0	5	0.5973240233351954	edge_3881
pPvu1, NC_002632.1	Klebsiella	2.81496951669457e-05	109	153.44590466121906	edge_4140
Similar to NZ_CP037908.1	Klebsiella	1.2699956980231124	17	14.368961228007755	edge_4145
pECO-e618, NZ_CP026402.1	Klebsiella	2.9024710188513105	18	11.415525779294844	edge_4271
Similar to NZ_CP033826.1	Klebsiella	8.53102788444557	22	7.068334276133145	edge_4306
Col440I_1, pAKI40B, CP012489.1	Klebsiella	2.781124175131799	6	2.3892960933407816	edge_4351
ColRNAI_1, Similar to NZ_CP017388.1	Klebsiella	6.582932762780003	16	5.209992870201426	edge_4429
Col(pHAD28)_1, pE16KP0204-2, CP052299.1	Klebsiella	7.822952450571284	16	4.247637499272501	edge_4448
p1011-KPC2, NZ_MH734334.1	Klebsiella	2.1331426881630926	15	10.851386423922715	edge_4455
Similar to NZ_LN832561.1	Klebsiella	0.038136849915713145	21	29.235692475461505	edge_4473
Col8282_1, pEC542_4, NZ_CP018966.1	Klebsiella	0.005705239758242222	137	167.91441989311605	edge_4479
pSMC1, NZ_AP013064.1	Pseudomonas	56.50121562001786	118	25.721053680789268	edge_219
pSMC1, NZ_AP013064.1	Proteus	6.807102222003574	21	8.324550648089872	edge_219
pSMC1, NZ_AP013064.1	Escherichia	2.5432007452045187	11	6.3064394177121175	edge_219
pSMC1, NZ_AP013064.1	Acinetobacter	0.3905620875658997	2	2.6412527787494446	edge_219
pSMC1, NZ_AP013064.1	Advenella	0.5394999128067391	10	10.45003065699387	edge_219
pSMC1, NZ_AP013064.1	Kerstersia	1.040820099294377	13	11.035765689846864	edge_219
pSMC1, NZ_AP013064.1	Enterobacter	2.0	2	0.5662169227566155	edge_219
Similar to NZ_CP033846.1	Pseudomonas	17.019874434938693	44	13.44932204513559	edge_1219
pMTY18781-3, NZ_AP023208.1	Pseudomonas	8.273766752242356	20	6.445758030848394	edge_1344
ColRNAI_1, pSH14-028_6, CP016513.1	Pseudomonas	4.574111420684111	38	24.481484828703035	edge_1495
ColRNAI_1, pNMBU-W12E19_05, NZ_CP042889.1	Pseudomonas	7.602104727201629	10	1.1775904094819183	edge_1498
p3_010062, NZ_CP033123.1	Pseudomonas	1.25506787163675	6	4.648383195323361	edge_1516
p009_D, NZ_CP048308.1	Pseudomonas	21.867174656203186	101	45.61613375677326	edge_1781
IncP6_1, pPS-MS-17-188-3, NZ_CP027855.1	Pseudomonas	43.89869391688146	138	46.049982855003435	edge_1954
p13P477T-2, NZ_CP019275.1	Pseudomonas	12.607697966985274	314	237.0675429614914	edge_2095
p3_010005, NZ_CP032129.1	Pseudomonas	8.377894288941324	45	23.613786632242675	edge_2225
IncQ1_1, pMS260, NC_005312.1	Pseudomonas	0.8080073556275097	96	94.51712497157502	edge_2365
Col440I_1, Similar to NZ_CP031819.1	Pseudomonas	0.776770769439679	11	10.164464587107084	edge_2374
pN18EC0432-5, NZ_CP048292.1	Pseudomonas	3.2848422054541215	15	8.615003521999295	edge_2404
Col440I_1, Similar to NZ_CP024491.1	Pseudomonas	1.8782902565651551	29	23.05598064880387	edge_2565
p64-A, NZ_CP048323.1	Pseudomonas	0.15417330950166924	2	3.718706556258689	edge_2974
Similar to NZ_CP031820.1	Pseudomonas	1.7545121950131628	7	4.3384909823018045	edge_3084
p9701, NC_011512.1	Pseudomonas	0.011168040431988512	9	16.05241663451667	edge_3106
IncM2_1, pC15_00, NZ_CP042490.1	Pseudomonas	2.5636652883579836	121	105.17741709951659	edge_3343
IncFIB(pKPHS1)_1, Similar to NZ_CP044046.1	Pseudomonas	7.675670934640488	288	233.59675017564996	edge_3365
pRGI0043, HG796320.1	Pseudomonas	3.7281883456392344	74	57.701930064614	edge_3481
pNMBU-W12E19_07, NZ_CP042891.1	Pseudomonas	5.762220725742858	25	12.643602291279542	edge_3488
IncQ2_1, pFECR, MF554639.1	Pseudomonas	3.3390272531135787	51	38.11674220165156	edge_3590
Similar to NZ_CP046349.1	Pseudomonas	48.39982708028352	96	19.895080075983987	edge_3843
pPvu1, NC_002632.1	Pseudomonas	60.62105777882003	508	286.58831860233624	edge_4140
Similar to NZ_CP037908.1	Pseudomonas	13.686176479140032	59	26.836665647666873	edge_4145
p3_010030, NZ_CP029391.2	Pseudomonas	6.807102222003574	21	8.924895735020852	edge_4192
pECO-e618, NZ_CP026402.1	Pseudomonas	2.9105935721682883	30	21.320584255883148	edge_4271
Similar to NZ_CP013179.1	Pseudomonas	4.920558458320165	7	1.301547294690541	edge_4284
Similar to NZ_CP033826.1	Pseudomonas	1.6050810303680936	17	13.201408274718345	edge_4306
pAER-e58e, NZ_CP026410.1	Pseudomonas	6.71641343813937	11	2.1692454911509023	edge_4328
Col440I_1, p64-B, NZ_CP048324.1	Pseudomonas	2.1568365769110396	9	5.578059834388034	edge_4419
ColRNAI_1, Similar to NZ_CP017388.1	Pseudomonas	0.7810395684962778	10	9.730615488876904	edge_4429
pA8AHP1, NZ_CP046408.1	Pseudomonas	8.034787255026936	18	5.45410294917941	edge_4435
p14057-tetA, NZ_KY296096.1	Pseudomonas	54.53761833589153	125	30.617350646529868	edge_4446
Col(pHAD28)_1, Similar to NZ_LR130560.1	Pseudomonas	3.8951152791739334	12	5.392124506575099	edge_4451
p1011-KPC2, NZ_MH734334.1	Pseudomonas	63.07668608175179	116	20.266950731609857	edge_4455
pEC743_4, NZ_CP015073.1	Pseudomonas	11.907818740916099	83	46.73174572365085	edge_4466
Similar to NZ_LN832561.1	Pseudomonas	7.704691922243738	83	54.603007934398406	edge_4473
pLM16A1, KM659090.1	Pseudomonas	7.653779014775917	14	3.0989221302155743	edge_4475
Col8282_1, pEC542_4, NZ_CP018966.1	Pseudomonas	85.90152005367494	599	313.6109195778161	edge_4479
p2_100004, NZ_CP027248.1	Pseudomonas	0.9719061837241388	19	17.16802860139428	edge_4481
pMTY18781-3, NZ_AP023208.1	Klebsiella	1.3279276642024453	5	3.451205468158906	edge_1344
ColRNAI_1, pSH14-028_6, CP016513.1	Klebsiella	0.0347785241662418	8	13.107943845411231	edge_1495
IncQ1_1, pP59A-5, NZ_CP044303.1	Klebsiella	0.8599338365037289	3	2.9202507807498437	edge_2366
Col440I_1, Similar to NZ_CP031819.1	Klebsiella	1.6542466869462544	8	5.44228554594289	edge_2374
pNMBU-W12E19_07, NZ_CP042891.1	Klebsiella	0.11729138224062918	4	6.769672264465547	edge_3488
Col(pHAD28)_1, Similar to NZ_CP041106.1	Klebsiella	4.572117429097319	10	3.550759472048106	edge_4344
p14057-tetA, NZ_KY296096.1	Klebsiella	3.6961718556995513	26	16.393225973754806	edge_4446
pEC743_4, NZ_CP015073.1	Klebsiella	2.9414136063186635e-06	9	25.02123964415207	edge_4466
Similar to NZ_CP033846.1	Proteus	6.317056830121709	14	4.352837326832534	edge_1219
p3_010062, NZ_CP033123.1	Proteus	1.6137056388801092	3	1.5044368641126271	edge_1516
p009_D, NZ_CP048308.1	Proteus	0.7643130349565107	15	14.763540426491918	edge_1781
IncP6_1, pPS-MS-17-188-3, NZ_CP027855.1	Proteus	1.8987911193676983	19	14.903954533809094	edge_1954
p13P477T-2, NZ_CP019275.1	Proteus	0.20114693623756988	69	76.72628006974399	edge_2095
p3_010005, NZ_CP032129.1	Proteus	1.5131252961385329	10	7.642539269692147	edge_2225
IncQ1_1, pMS260, NC_005312.1	Proteus	0.10075823550296742	24	30.590216236956753	edge_2365
p64-A, NZ_CP048323.1	Proteus	1.6137056388801092	3	1.2035494912901017	edge_2974
p9701, NC_011512.1	Proteus	1.6542466869462544	8	5.1953219707356055	edge_3106
IncM2_1, pC15_00, NZ_CP042490.1	Proteus	0.08192913222290972	27	34.04039144532171	edge_3343
IncFIB(pKPHS1)_1, Similar to NZ_CP044046.1	Proteus	0.00021076536130873154	49	75.60296721120655	edge_3365
IncQ2_1, pFECR, MF554639.1	Proteus	0.37295437855442876	11	12.336382285723543	edge_3590
Col156_1, p75-02_5, CP019693.1	Proteus	2.0	2	0.661952220209556	edge_3652
Col440I_1, Similar to NZ_CP024196.1	Proteus	1.6137056388801092	3	1.4242002313599538	edge_3807
Similar to NZ_CP046349.1	Proteus	10.481974826612912	23	6.438989778402045	edge_3843
pPvu1, NC_002632.1	Proteus	373.4319505573233	641	92.75354746209051	edge_4140
Similar to NZ_CP033826.1	Proteus	0.054089850944686615	2	4.272600694079862	edge_4306
p14057-tetA, NZ_KY296096.1	Proteus	4.174615974108148	18	9.909224144955171	edge_4446
p1011-KPC2, NZ_MH734334.1	Proteus	6.865227051059029	18	6.559344727531055	edge_4455
pEC743_4, NZ_CP015073.1	Proteus	0.4014333701534601	14	15.124605273878945	edge_4466
Similar to NZ_LN832561.1	Proteus	1.2139275288423534	20	17.672118363776327	edge_4473
pLM16A1, KM659090.1	Proteus	1.6137056388801092	3	1.0029579094084182	edge_4475
Col8282_1, pEC542_4, NZ_CP018966.1	Proteus	1.8292624307195016	112	101.49934043213192	edge_4479
pACI-35f6, NZ_CP026413.1	Pseudomonas	6.171903533465372	20	8.243132866373427	edge_1404
ColRNAI_1, pCRP3, NC_003114.1	Pseudomonas	0.15417330950166924	2	3.2848574580285086	edge_3663
p80-1-2-p3, NZ_CP041294.1	Pseudomonas	1.8891261358266889	6	3.1609005728198856	edge_4151
Similar to LS423453.1	Pseudomonas	7.822952450571284	16	4.3384909823018045	edge_4340
Col(pHAD28)_1, Similar to NZ_CP041106.1	Pseudomonas	0.2715679872183956	5	6.631693358661329	edge_4344
Col440I_1, pAKI40B, CP012489.1	Pseudomonas	0.46388330043847414	4	4.462447867510426	edge_4351
pMC23.3, MK531539.1	Pseudomonas	4.572117429097319	10	3.718706556258689	edge_4471
pMTY18781-3, NZ_AP023208.1	Escherichia	5.802775422663781	8	1.5804089143182172	edge_1344
pACI-35f6, NZ_CP026413.1	Escherichia	2.0822292679157215	5	2.0210998615800277	edge_1404
ColRNAI_1, pSH14-028_6, CP016513.1	Escherichia	4.875418495143403	15	6.002514626497075	edge_1495
p3_010062, NZ_CP033123.1	Escherichia	0.9013877113318907	2	1.1397179670564066	edge_1516
p009_D, NZ_CP048308.1	Escherichia	12.339902136073421	34	11.184432316713538	edge_1781
IncP6_1, pPS-MS-17-188-3, NZ_CP027855.1	Escherichia	1.3469201118329854	14	11.290805993638802	edge_1954
p13P477T-2, NZ_CP019275.1	Escherichia	2.9543304289603793	72	58.12561631987674	edge_2095
p3_010005, NZ_CP032129.1	Escherichia	0.8081548779624808	6	5.789767272646547	edge_2225
IncQ1_1, pMS260, NC_005312.1	Escherichia	0.0004639632359409001	11	23.174265330146937	edge_2365
pN18EC0432-5, NZ_CP048292.1	Escherichia	3.5187599106643086	7	2.1122772989445404	edge_2404
IncM2_1, pC15_00, NZ_CP042490.1	Escherichia	0.07593716802706206	19	25.788018534596294	edge_3343
IncFIB(pKPHS1)_1, Similar to NZ_CP044046.1	Escherichia	1.5237239232153424e-07	27	57.274626904474616	edge_3365
pRGI0043, HG796320.1	Escherichia	6.703861359365464e-07	3	14.147699031060194	edge_3481
pNMBU-W12E19_07, NZ_CP042891.1	Escherichia	4.572117429097319	10	3.1000328703934263	edge_3488
IncQ2_1, pFECR, MF554639.1	Escherichia	0.7810395684962778	10	9.345687329862534	edge_3590
ColRNAI_1, pCRP3, NC_003114.1	Escherichia	7.0	7	0.8054006967198607	edge_3663
pPvu1, NC_002632.1	Escherichia	2.497879807649848	83	70.26741172891765	edge_4140
Similar to NZ_CP037908.1	Escherichia	0.11729138224062918	4	6.579971729805655	edge_4145
p3_010030, NZ_CP029391.2	Escherichia	2.0822292679157215	5	2.1882584967483005	edge_4192
