input_files/WG_contigs/edge_1000.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1001.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1002.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1003.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1004.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1005.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1006.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1007.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1008.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1009.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_100.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1010.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1011.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1012.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1013.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1014.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1015.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1016.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1017.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1018.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1019.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_101.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1020.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1021.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1022.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1023.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1024.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1025.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1026.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1027.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1028.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1029.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_102.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1030.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1031.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1032.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1033.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
input_files/WG_contigs/edge_1034.fa	IncN	-	repN(-)	traJ(-)	korA(-)	(-)	(-)	(-)	(-)
